business_id,name,yname,yid,latitude,longitude,ylat,ylong,cneighborhood,yprice_category,price_min,ccategory,insp_count,score,ycount,yrating
19,NRGIZE LIFESTYLE CAFE,Nrgize,nrgize-san-francisco,37.786848,-122.421547,37.78694534,-122.4209824,nobhill,1,$0.00 ,coffeetea,4,94.5,19,4
24,OMNI S.F. HOTEL,Omni San Francisco,omni-san-francisco-san-francisco,37.792888,-122.403135,37.792877,-122.4028272,financialdistrict,3,$31.00 ,venue,4,97,471,4.5
31,NORMAN'S ICE CREAM AND FREEZES,Norman's Ice Cream & Freezes,normans-ice-cream-and-freezes-san-francisco,37.807155,-122.419004,37.80727768,-122.4194717,russianhill,1,$0.00 ,desserts,3,94,211,4.5
45,CHARLIE'S DELI CAFE,Charlie's Deli Cafe,charlies-deli-cafe-san-francisco,37.747114,-122.413641,37.74716283,-122.4138951,bernalheights,1,$0.00 ,fastfood,4,87.5,76,4
48,ART'S CAFE,Art's Cafe,arts-cafe-san-francisco,37.764013,-122.465749,37.763926,-122.4657578,sunset,1,$0.00 ,american,3,92,963,4
50,SUSHI ZONE,Sushi Zone,sushi-zone-san-francisco,37.771437,-122.423892,37.77123,-122.42374,mission,2,$11.00 ,japanese,3,93.33,1001,4
56,CAFE X + O,Cafe XO,cafe-xo-san-francisco,37.742325,-122.426476,37.7422408,-122.4264405,noevalley,1,$0.00 ,coffeetea,5,94,195,3.5
58,OASIS GRILL,Oasis Grill,oasis-grill-san-francisco,37.794483,-122.396584,37.79444642,-122.3967365,financialdistrict,1,$0.00 ,european,3,77,1046,4
61,CHOWDERS,Chowders,chowders-san-francisco,37.80824,-122.410189,37.80875,-122.410097,northbeach,1,$0.00 ,seafood,4,93,545,3.5
66,STARBUCKS COFFEE,Starbucks,starbucks-san-francisco-236,37.763578,-122.477461,37.76376343,-122.4774857,sunset,1,$0.00 ,coffeetea,5,97,123,3
67,REVOLUTION CAFE,The Revolution Cafe,the-revolution-cafe-san-francisco,37.755419,-122.419542,37.75542721,-122.4196827,mission,1,$0.00 ,coffeetea,3,90.33,486,4
73,DINO'S UNCLE VITO,Dino & Santino's,dino-and-santinos-san-francisco,37.788932,-122.433895,37.7890055,-122.4340049,pacificheights,2,$11.00 ,fastfood,3,89.67,569,3.5
76,OMNI S.F. HOTEL,Omni San Francisco,omni-san-francisco-san-francisco,37.792888,-122.403135,37.792877,-122.4028272,financialdistrict,3,$31.00 ,venue,4,98.5,471,4.5
77,OMNI S.F. HOTEL,Omni San Francisco,omni-san-francisco-san-francisco,37.792888,-122.403135,37.792877,-122.4028272,financialdistrict,3,$31.00 ,venue,4,95.25,471,4.5
80,LAW SCHOOL CAFE,Cafe Kendrick,cafe-kendrick-san-francisco-2,37.774941,-122.452797,37.77496777,-122.4526497,haight,3,$31.00 ,bakeries,3,94.67,3,2.5
88,J.B.'S PLACE,JB's Place,jbs-place-san-francisco,37.765003,-122.398084,37.7649017,-122.3983826,potrerohill,1,$0.00 ,fastfood,3,80.33,134,4
95,VEGA,Vega,vega-san-francisco-2,37.739207,-122.417447,37.73934,-122.41742,bernalheights,2,$11.00 ,italian,4,86.25,417,4
98,XOX TRUFFLES,XOX Truffles,xox-truffles-san-francisco,37.801665,-122.412104,37.80175,-122.41206,russianhill,1,$0.00 ,desserts,4,96,517,4.5
99,J & M A-1 CAFE RESTAURANT LLC,A-1 Restaurant,a-1-restaurant-san-francisco,37.794293,-122.405967,37.794293,-122.405967,chinatown,1,$0.00 ,chinese,1,76,58,2.5
101,CABLE CAR CORNER,Cable Car Corner,cable-car-corner-san-francisco,37.794615,-122.409705,37.79458618,-122.4099197,nobhill,1,$0.00 ,fastfood,3,98,4,3
102,AKIKO'S SUSHI BAR,Akiko's Sushi Bar,akikos-sushi-bar-san-francisco,37.788484,-122.410045,37.78873825,-122.409935,downtown,2,$11.00 ,japanese,3,95,362,3.5
108,RUE LEPIC,Rue Lepic,rue-lepic-san-francisco,37.790868,-122.410854,37.7909867,-122.4108429,nobhill,3,$31.00 ,french,2,87,236,4
121,AKIKOS SUSHI,Akiko's Restaurant,akikos-restaurant-san-francisco,37.790643,-122.404676,37.79059694,-122.4045478,downtown,2,$11.00 ,japanese,3,87.67,1411,4
125,CENTERFOLDS,Centerfolds,centerfolds-san-francisco,37.798233,-122.403637,37.79803,-122.40361,northbeach,2,$11.00 ,venue,2,96,132,3
126,BROADWAY DIM SUM,Broadway Dim Sum Cafe,broadway-dim-sum-cafe-san-francisco-2,37.797708,-122.408413,37.79774778,-122.4082565,russianhill,1,$0.00 ,coffeetea,3,75,13,2.5
132,SILVER STAR CAFE AND DELI,Silver Star Deli,silver-star-deli-san-francisco-2,37.797668,-122.401125,37.79772186,-122.4011536,financialdistrict,1,$0.00 ,chinese,3,85,45,3.5
140,CAFE MADELEINE,Cafe Madeleine,cafe-madeleine-san-francisco,37.793268,-122.400323,37.79344559,-122.4003448,financialdistrict,2,$11.00 ,coffeetea,3,87,423,4
141,AFC SUSHI @ MOLLIE STONE'S 2,Mollie Stone's,mollie-stones-san-francisco-3,37.788773,-122.434697,37.78845978,-122.4347382,pacificheights,3,$31.00 ,grocery,4,99.5,310,3
146,DEJA VU PIZZA & PASTA,Deja Vu Pizza and Pasta,deja-vu-pizza-and-pasta-san-francisco,37.764713,-122.424709,37.7646,-122.42471,mission,1,$0.00 ,fastfood,4,91.75,358,3.5
151,BUS STOP PIZZA #1,Bus Stop Pizza,bus-stop-pizza-san-francisco,37.771487,-122.437047,37.77152,-122.43688,haight,1,$0.00 ,fastfood,3,91.67,109,3.5
164,SAN FRANCISCO SOUP COMPANY,San Francisco Soup Company,san-francisco-soup-company-san-francisco-5,37.789064,-122.402861,37.78926516,-122.4029585,financialdistrict,1,$0.00 ,fastfood,3,98.67,138,3.5
178,C & Y CAFE,Cafe Venue,cafe-venue-san-francisco-9,37.793128,-122.401395,37.79266633,-122.4018547,financialdistrict,1,$0.00 ,coffeetea,3,84,164,4
179,SECRET GARDEN TEA HOUSE,Secret Garden Tea House,secret-garden-tea-house-san-francisco,37.765933,-122.465809,37.76583465,-122.4658331,sunset,2,$11.00 ,coffeetea,2,92,336,3.5
180,NENAS RESTAURANT,Nena's Restaurant,nenas-restaurant-san-francisco,37.74146,-122.422484,37.74143144,-122.4225144,bernalheights,1,$0.00 ,mexican,5,93.6,37,4
184,RADIO HAVANA,Radio Habana Social Club,radio-habana-social-club-san-francisco-3,37.755124,-122.420916,37.75507987,-122.4208897,mission,2,$11.00 ,bars,1,96,184,4
187,TAZA WRAPS & JUICE,Taza Smoothies & Wraps,taza-smoothies-and-wraps-san-francisco,37.723054,-122.483612,37.7232495,-122.4830109,sunset,1,$0.00 ,coffeetea,4,97.25,53,3.5
190,COURTYARD BY MARRIOTT,Courtyard San Francisco Downtown,courtyard-san-francisco-downtown-san-francisco,37.785614,-122.396693,37.78596,-122.39682,financialdistrict,2,$11.00 ,venue,2,95,226,3.5
192,ARLEQUIN,Arlequin Cafe & Food To Go,arlequin-cafe-and-food-to-go-san-francisco,37.777014,-122.422345,37.77698698,-122.4226907,westernaddition,2,$11.00 ,coffeetea,2,91,698,4
198,SUBWAY,Subway,subway-san-francisco-54,37.741829,-122.388098,37.74158478,-122.3876495,bayviewhunterspoint,1,$0.00 ,fastfood,4,93,16,3
200,JIM'S SMOKE SHOP,Jims's Sandwich & Smoke Shop,jimss-sandwich-and-smoke-shop-san-francisco,37.760568,-122.387772,37.76067,-122.38777,potrerohill,1,$0.00 ,fastfood,3,91,7,3.5
208,CONSTANS GROCERY,Constanso's,constansos-san-francisco,37.739961,-122.389003,37.74014466,-122.3889633,bayviewhunterspoint,1,$0.00 ,fastfood,3,92.33,24,4.5
216,SORABOL,Sorabol Korean Restaurant,sorabol-korean-restaurant-san-francisco-2,37.792577,-122.393992,37.79268582,-122.3930923,financialdistrict,1,$0.00 ,korean,3,100,140,3
217,PROGRESSIVE GROUNDS,Progressive Grounds,progressive-grounds-san-francisco,37.739143,-122.417653,37.73905,-122.41765,bernalheights,1,$0.00 ,coffeetea,4,95.5,282,4
221,NOODLE EXPRESS,Kyoto Noodle Express,kyoto-noodle-express-san-francisco,37.787076,-122.421822,37.78715134,-122.4220886,pacificheights,1,$0.00 ,japanese,2,95.5,16,3
226,GRUMPY'S AMERICAN PUB,Grumpy's American Pub,grumpys-american-pub-san-francisco,37.799594,-122.400586,37.79948,-122.40057,northbeach,2,$11.00 ,bars,2,85.5,303,4
231,CAFFE PUCCINI,Caffe Puccini,caffe-puccini-san-francisco,37.799087,-122.408488,37.79894,-122.4086,russianhill,2,$11.00 ,fastfood,3,90.67,361,4
234,NEW MOON RESTAURANT,New Moon,new-moon-san-francisco,37.797303,-122.408574,37.79722322,-122.4086437,chinatown,1,$0.00 ,chinese,2,80.5,36,3.5
236,GELATO CLASSICO ITALIAN ICE,Gelato Classico Italian,gelato-classico-italian-san-francisco,37.800543,-122.408784,37.8006354,-122.4086501,northbeach,1,$0.00 ,desserts,2,91,190,4
239,JUST WONTON,Just Won Ton,just-won-ton-san-francisco,37.739063,-122.480409,37.73887,-122.4804,sunset,1,$0.00 ,chinese,3,83.67,228,3.5
240,MIKI RESTAURANT,Miki Restaurant,miki-restaurant-san-francisco,37.775663,-122.497949,37.77547,-122.49795,richmond,2,$11.00 ,japanese,3,75.33,387,4
247,TOY BOAT DESSERT CAFE,Toy Boat Dessert Cafe,toy-boat-dessert-cafe-san-francisco-3,37.782953,-122.46351,37.78294064,-122.4634818,richmond,1,$0.00 ,desserts,3,86.67,587,4
251,BEANERY INC.,The Beanery,the-beanery-san-francisco-2,37.764148,-122.464391,37.76425316,-122.464595,sunset,1,$0.00 ,coffeetea,3,94.67,140,4
253,ANN'S DONUT COFFEE SHOP,Ann's Doughnut Sandwich Shop,anns-doughnut-sandwich-shop-san-francisco,37.725949,-122.433906,37.72598259,-122.4339051,excelsior,1,$0.00 ,fastfood,4,97.5,34,3.5
258,VIKINGS GIANT SUBMARINE,Viking's Giant Submarines,vikings-giant-submarines-san-francisco,37.72404,-122.456539,37.724133,-122.4566716,twinpeaks,1,$0.00 ,fastfood,5,94,133,3.5
260,MONTEREY PIZZA,Monterey Pizza & Asian Zap,monterey-pizza-and-asian-zap-san-francisco-2,37.731523,-122.448711,37.73126,-122.44871,mission,2,$11.00 ,fastfood,5,87.4,43,4
267,ASA SUSHI,Asa Sushi,asa-sushi-san-francisco-2,37.800023,-122.442266,37.79992,-122.44225,marina,2,$11.00 ,japanese,3,82,135,3.5
268,LOS HERMANOS,Los Hermanos Mexican Food,los-hermanos-mexican-food-san-francisco,37.800767,-122.436924,37.80092,-122.43695,marina,1,$0.00 ,mexican,4,94.75,252,3.5
272,ON THE BRIDGE,On the Bridge,on-the-bridge-san-francisco,37.785227,-122.431472,37.78518552,-122.4313409,pacificheights,2,$11.00 ,japanese,4,82.5,892,3.5
273,HAI SUN RESTAURANT,Hai Sun,hai-sun-san-francisco,37.800133,-122.431064,37.80007,-122.43134,marina,1,$0.00 ,chinese,3,78.67,122,3
275,BEN & JERRY'S,Ben & Jerry's,ben-and-jerrys-san-francisco-4,37.786548,-122.407313,37.78670356,-122.407313,downtown,1,$0.00 ,desserts,3,95.33,49,3.5
276,CORSAGNA,Corsagna Deli,corsagna-deli-san-francisco,37.79826,-122.426748,37.79825203,-122.4266966,marina,1,$0.00 ,fastfood,3,99.33,31,4
279,INGA DONUTS,Inga Donut,inga-donut-san-francisco,37.790347,-122.417227,37.79046424,-122.4172291,nobhill,1,$0.00 ,fastfood,4,97.5,32,2.5
281,PARMA RESTAURANT,Ristorante Parma,ristorante-parma-san-francisco,37.799807,-122.437649,37.7998892,-122.4375621,marina,2,$11.00 ,italian,3,95,330,4
283,HAI KY MI GIA,Hai Ky Mi Gia,hai-ky-mi-gia-san-francisco,37.784193,-122.417967,37.7840538,-122.4179535,downtown,1,$0.00 ,chinese,1,73,692,4
286,PUNJAB KABAB HOUSE,Punjab Kabab House,punjab-kabab-house-san-francisco,37.784303,-122.409647,37.7843487,-122.4093534,downtown,1,$0.00 ,indian,2,81,256,3.5
290,BISTRO AIX,Bistro Aix,bistro-aix-san-francisco,37.800187,-122.437756,37.80024,-122.43752,marina,2,$11.00 ,french,4,88,554,4
298,BAMBOO RESTAURANT,Bamboo Restaurant,bamboo-restaurant-san-francisco-2,37.790134,-122.420634,37.79003777,-122.4206342,nobhill,2,$11.00 ,chinese,4,89.25,352,3
299,YUKOL PLACE THAI CUISINE,Yukol Place Thai Cuisine,yukol-place-thai-cuisine-san-francisco,37.799287,-122.440624,37.79953384,-122.4406815,marina,2,$11.00 ,thai,3,94.67,329,4
300,SUBWAY,Subway,subway-san-francisco-46,37.794134,-122.423234,37.794078,-122.423538,pacificheights,1,$0.00 ,fastfood,4,89,59,3.5
302,MOULIN ROUGE,Moulin Rouge Restaurant,moulin-rouge-restaurant-san-francisco,37.786084,-122.417889,37.78599867,-122.4178382,downtown,1,$0.00 ,american,2,81.5,485,4
305,PACIFIC CATCH,Pacific Catch,pacific-catch-san-francisco,37.800763,-122.436536,37.80057,-122.43652,marina,2,$11.00 ,seafood,4,89,1388,4
315,THE POSH BAGEL,The Posh Bagel,the-posh-bagel-san-francisco-3,37.760954,-122.434935,37.76109,-122.4347,castro,1,$0.00 ,bakeries,3,90.33,116,3
318,FIRST CUP,First Cup,first-cup-san-francisco,37.802454,-122.424854,37.80245706,-122.4248754,marina,1,$0.00 ,coffeetea,3,94,41,4
320,NAPOLI PIZZA RESTAURANT,Napoli Pizza,napoli-pizza-san-francisco,37.786545,-122.419894,37.78651428,-122.4200821,nobhill,1,$0.00 ,fastfood,3,84.67,238,3.5
323,WAYO,Wayo Sushi,wayo-sushi-san-francisco,37.788609,-122.42213,37.788708,-122.422174,pacificheights,2,$11.00 ,japanese,2,100,620,4
325,MIFUNE RESTAURANT,Mifune Restaurant,mifune-restaurant-san-francisco,37.785457,-122.430317,37.785345,-122.430272,pacificheights,2,$11.00 ,japanese,4,84,986,3
326,TEN ICHI RESTAURANT,Ten-Ichi,ten-ichi-san-francisco,37.790333,-122.434144,37.79027,-122.43444,pacificheights,2,$11.00 ,japanese,2,83.5,281,3.5
328,MIYAKO,Miyako Old Fashioned Ice Cream,miyako-old-fashioned-ice-cream-san-francisco,37.783017,-122.432584,37.78298356,-122.4325901,pacificheights,1,$0.00 ,desserts,3,92,234,4.5
335,POLKERS,Polkers Gourmet Burgers,polkers-gourmet-burgers-san-francisco,37.797296,-122.421967,37.7972056,-122.421847,russianhill,2,$11.00 ,fastfood,3,78,809,3.5
337,GORDO TAQUERIA,Gordo Taqueria,gordo-taqueria-san-francisco,37.758941,-122.48591,37.7652,-122.46672,sunset,1,$0.00 ,mexican,2,92,578,3.5
379,GIANT SCOOP,Giant Scoop Cafe,giant-scoop-cafe-san-francisco,37.727468,-122.403582,37.72741891,-122.4035794,excelsior,1,$0.00 ,desserts,4,85.75,15,4
383,KING LING,King Ling,king-ling-san-francisco,37.786543,-122.414536,37.7863998,-122.4145126,downtown,1,$0.00 ,chinese,4,95,104,3.5
384,RINCONSITO SALVADORENO,Rinconcito Salvadoreno,rinconcito-salvadoreno-san-francisco,37.73571,-122.424528,37.73565,-122.42431,bernalheights,2,$11.00 ,latinamerican,1,88,25,3.5
385,REINA RESTAURANT,Reinas Restaurant,reinas-restaurant-san-francisco,37.712927,-122.444358,37.71281,-122.44416,excelsior,1,$0.00 ,latinamerican,3,87.67,92,3.5
386,ADELITA'S CAKES,Adelita's Cakes Con Sabores Nicaraguense,adelitas-cakes-con-sabores-nicaraguense-san-francisco,37.736304,-122.424432,37.73627472,-122.4247055,mission,1,$0.00 ,bakeries,5,85.6,12,3
389,CAFE ELENA,Cafe Elena,cafe-elena-san-francisco,37.794347,-122.394932,37.79387,-122.39486,financialdistrict,1,$0.00 ,european,2,100,62,3.5
393,SUPER STAR RESTAURANT,Superstar Restaurant,superstar-restaurant-san-francisco,37.719692,-122.438575,37.71952,-122.43834,excelsior,1,$0.00 ,asian,4,90.5,331,4
394,SF MARRIOTT HOTEL,San Francisco Marriott Marquis,san-francisco-marriott-marquis-san-francisco-2,37.784964,-122.404752,37.78489771,-122.4038507,downtown,3,$31.00 ,venue,3,98.67,663,3.5
395,SF MARRIOTT HOTEL,San Francisco Marriott Marquis,san-francisco-marriott-marquis-san-francisco-2,37.784964,-122.404752,37.78489771,-122.4038507,downtown,3,$31.00 ,venue,3,98,663,3.5
397,SF MARRIOTT HOTEL,San Francisco Marriott Marquis,san-francisco-marriott-marquis-san-francisco-2,37.784964,-122.404752,37.78489771,-122.4038507,downtown,3,$31.00 ,venue,2,98,663,3.5
403,HAAGEN-DAZS,Haagen Dazs Shop,haagen-dazs-shop-san-francisco,37.784317,-122.407563,37.78474906,-122.4077103,downtown,2,$11.00 ,desserts,4,85.25,50,3.5
413,HOUSE OF HUNAN,House Of Hunan,house-of-hunan-san-francisco-2,37.757923,-122.393914,37.7827688,-122.3890322,soma,1,$0.00 ,chinese,2,85.5,167,3
415,CAFE MADELEINE,Cafe Madeleine,cafe-madeleine-san-francisco-2,37.786698,-122.405473,37.78669104,-122.4055816,downtown,1,$0.00 ,coffeetea,3,85.67,403,4
420,BUSTER'S,Buster's Cheesesteak,busters-cheesesteak-san-francisco,37.798444,-122.407444,37.79856,-122.40734,russianhill,1,$0.00 ,american,3,78.67,616,4
421,CAFFE ROMA COFFEE ROASTING CO,Caffe Roma Coffee Roasting,caffe-roma-coffee-roasting-san-francisco,37.799845,-122.409434,37.77445984,-122.404129,russianhill,2,$11.00 ,coffeetea,2,84,95,3.5
422,MICHELANGELO CAFFE,Michelangelo Ristorante & Caffe,michelangelo-ristorante-and-caffe-san-francisco-2,37.800166,-122.410006,37.8,-122.41012,russianhill,2,$11.00 ,italian,3,84.33,445,3
423,ORALE ORALE INC,Orale Orale,orale-orale-san-francisco,37.794501,-122.39716,37.7944345,-122.3969439,financialdistrict,1,$0.00 ,mexican,3,83.33,501,3.5
424,CHATZ,Chat's Roasting Company,chats-roasting-company-san-francisco,37.762334,-122.398416,37.76235,-122.39822,potrerohill,1,$0.00 ,bakeries,3,89.67,100,4
428,CAFFE AMBROSIA,Caffe Ambrosia,caffe-ambrosia-san-francisco,37.790109,-122.402597,37.7901873,-122.4026299,financialdistrict,1,$0.00 ,desserts,4,99,270,4.5
429,CALZONE'S,Calzone's,calzones-san-francisco,37.798965,-122.408204,37.799032,-122.4081743,russianhill,2,$11.00 ,italian,3,87,1187,3.5
430,ROSE PISTOLA,Rose Pistola,rose-pistola-san-francisco,37.799915,-122.409544,37.80006,-122.40944,russianhill,3,$31.00 ,italian,3,86.33,772,3.5
431,BOHEMIAN CIGAR STORE,Mario's Bohemian Cigar Store Cafe,marios-bohemian-cigar-store-cafe-san-francisco,37.800135,-122.409854,37.80021,-122.40979,russianhill,2,$11.00 ,italian,3,93.67,492,4
435,VIENI-VIENI,Vieni Vieni Lucky Spot,vieni-vieni-lucky-spot-san-francisco,37.798914,-122.408885,37.79887,-122.4091,russianhill,1,$0.00 ,bars,3,94,26,4
436,NORTH BEACH RESTAURANT,North Beach Restaurant,north-beach-restaurant-san-francisco,37.799646,-122.408939,37.79977302,-122.408904,northbeach,3,$31.00 ,italian,3,82.33,599,3.5
438,HAWAII WEST,Hawaii West,hawaii-west-san-francisco,37.798494,-122.409337,37.79838,-122.40932,russianhill,1,$0.00 ,bars,3,89,62,3.5
442,MY CANH RESTAURANT,My Canh,my-canh-san-francisco,37.797828,-122.407474,37.79784098,-122.4075061,russianhill,1,$0.00 ,vietnamese,3,87,391,3.5
443,THE STINKING ROSE,The Stinking Rose - A Garlic Restaurant,the-stinking-rose-a-garlic-restaurant-san-francisco,37.798306,-122.407327,37.7982486,-122.4073904,russianhill,2,$11.00 ,italian,3,90.33,3064,3.5
447,L'OSTERIA DEL FORNO,L'Osteria Del Forno,l-osteria-del-forno-san-francisco,37.799837,-122.409517,37.79972,-122.40959,russianhill,2,$11.00 ,italian,3,88.67,519,3.5
448,YUET LEE RESTAURANT,Yuet Lee,yuet-lee-san-francisco,37.797817,-122.408597,37.7976466,-122.4084366,russianhill,2,$11.00 ,chinese,3,84.33,578,3.5
462,GARDEN OF EDEN,Garden of Eden,garden-of-eden-san-francisco,37.797933,-122.406018,37.79772,-122.40599,northbeach,3,$31.00 ,venue,2,96,55,2.5
463,SAM'S PIZZA,Sam's,sams-san-francisco,37.797828,-122.407444,37.7979,-122.40744,russianhill,1,$0.00 ,american,4,88.25,450,4
468,TAQUERIA ZORRO,Taqueria Zorro,taqueria-zorro-san-francisco,37.798065,-122.406855,37.79817,-122.40679,russianhill,1,$0.00 ,mexican,3,80,333,3
470,FRANCHINO,Franchino,franchino-san-francisco,37.798427,-122.407507,37.79833,-122.40757,russianhill,2,$11.00 ,italian,2,94,925,4
473,CAFFE GRECO,Caffe Greco,caffe-greco-san-francisco,37.79886,-122.408204,37.798918,-122.4084483,russianhill,1,$0.00 ,coffeetea,3,87,828,4
475,MARA'S,Mara's Italian Pastry,maras-italian-pastry-san-francisco,37.799501,-122.409084,37.79972995,-122.4093374,russianhill,1,$0.00 ,bakeries,3,92,451,3.5
477,IL POLLAIO,Il Pollaio,il-pollaio-san-francisco,37.800036,-122.409817,37.800039,-122.4098505,russianhill,2,$11.00 ,italian,4,86.5,318,4.5
479,RISTORANTE IDEALE,Ideale,ideale-san-francisco,37.799003,-122.407274,37.799001,-122.407311,northbeach,2,$11.00 ,italian,2,84.5,610,4
480,MO'S GRILL,Mo's Grill,mos-grill-san-francisco,37.799058,-122.407217,37.79907614,-122.4071956,northbeach,2,$11.00 ,fastfood,2,79,697,4
483,MAYKADEH RESTAURANT,Maykadeh,maykadeh-san-francisco,37.799758,-122.407113,37.80002,-122.40714,northbeach,2,$11.00 ,middleeastern,2,85.5,620,4
484,COLUMBUS CAFE,Columbus Cafe,columbus-cafe-san-francisco,37.799598,-122.408394,37.79976,-122.40841,northbeach,1,$0.00 ,bars,2,88.5,330,4
486,TOMMASO,Tommaso's Ristorante Italiano,tommasos-ristorante-italiano-san-francisco,37.797398,-122.405322,37.79777908,-122.4052048,financialdistrict,2,$11.00 ,italian,2,91.5,1391,4
488,THE HOUSE,The House,the-house-san-francisco,37.798519,-122.407071,37.7986203,-122.4070251,northbeach,3,$31.00 ,asian,2,85,3847,4.5
489,DOL-HO RESTAURANT,Dol Ho,dol-ho-san-francisco,37.796718,-122.408714,37.7967339,-122.4086863,chinatown,1,$0.00 ,chinese,6,76.17,230,4
494,SAN FRANCISCO ATHLETIC CLUB,San Francisco Italian Athletic Club,san-francisco-italian-athletic-club-san-francisco,37.800897,-122.409189,37.800909,-122.409172,northbeach,1,$0.00 ,venue,2,70.5,29,4.5
496,CAFFE TRIESTE,Caffe Trieste,caffe-trieste-san-francisco-5,37.798744,-122.407408,37.79867436,-122.4073098,northbeach,1,$0.00 ,coffeetea,3,88.33,546,4
500,ROXANNE CAFE,Roxanne's Cafe,roxannes-cafe-san-francisco-2,37.790003,-122.408688,37.7900344,-122.4085888,downtown,2,$11.00 ,coffeetea,4,83,317,3
502,COURTYARD BY MARRIOTT,Courtyard San Francisco Downtown,courtyard-san-francisco-downtown-san-francisco,37.785614,-122.396693,37.78596,-122.39682,financialdistrict,2,$11.00 ,venue,2,96,226,3.5
505,QUICKLY,Quickly,quickly-san-francisco-13,37.714458,-122.44277,37.71431,-122.44264,excelsior,1,$0.00 ,coffeetea,5,91.6,100,2.5
507,VIKING'S GIANT SUB,Viking's Giant Submarines,vikings-giant-submarines-san-francisco-3,37.733449,-122.434241,37.73360613,-122.4341891,twinpeaks,1,$0.00 ,fastfood,4,92,116,4
509,CAFE BAKERY,Cafe Bakery & Restaurant,cafe-bakery-and-restaurant-san-francisco-2,37.75409,-122.478248,37.75410086,-122.4782065,sunset,2,$11.00 ,bakeries,4,79.5,411,3.5
510,DONUT TIME,Donut Times,donut-times-san-francisco,37.753633,-122.48954,37.75344,-122.48953,sunset,2,$11.00 ,fastfood,4,87.25,1,1
519,SHERATON PALACE - EMP.  CAFETERIA,Palace Hotel,palace-hotel-san-francisco,37.788286,-122.401543,37.78825733,-122.4017068,financialdistrict,3,$31.00 ,venue,3,94.33,835,3.5
520,DAILY HEALTH,Daily Health Food Center,daily-health-food-center-san-francisco,37.758941,-122.48591,37.76526,-122.46672,sunset,2,$11.00 ,grocery,3,89,73,4
522,BOUDIN BAKERY,Boudin Bakery & Cafe,boudin-bakery-and-cafe-san-francisco-11,37.728497,-122.475639,37.72866104,-122.4767587,sunset,1,$0.00 ,bakeries,6,96.83,195,3.5
527,MELISA'S CHINESE CUISINE,Melisa's Chinese Cuisine,melisas-chinese-cuisine-san-francisco,37.777292,-122.463496,37.77745,-122.46374,richmond,1,$0.00 ,chinese,4,87.75,221,3.5
529,NIZARIO'S PIZZA,Nizario's Pizza,nizarios-pizza-san-francisco-2,37.781278,-122.460661,37.78149,-122.46067,richmond,1,$0.00 ,fastfood,4,89.5,589,3.5
538,MARNEE THAI RESTAURANT,Marnee Thai,marnee-thai-san-francisco,37.763343,-122.481809,37.76311,-122.4818,sunset,2,$11.00 ,thai,4,89,1468,4
539,EL SALVADOR RESTAURANT,El Salvador,el-salvador-san-francisco,37.760579,-122.41932,37.76064,-122.41952,mission,1,$0.00 ,latinamerican,4,95.5,77,4
542,HAMBURGER HAVEN,Hamburger Haven,hamburger-haven-san-francisco,37.782799,-122.467852,37.7830299,-122.46786,richmond,1,$0.00 ,coffeetea,2,87.5,247,3.5
544,THAI TIME RESTAURANT,Thai Time Restaurant,thai-time-restaurant-san-francisco,37.782534,-122.466615,37.7824738,-122.466704,richmond,1,$0.00 ,thai,3,85.67,585,4
547,LITTLE HENRY'S,Little Henry's,little-henrys-san-francisco-2,37.775728,-122.497522,37.77592087,-122.4975204,richmond,2,$11.00 ,italian,5,98.4,215,3
551,GORDO TAQUERIA,Gordo Taqueria,gordo-taqueria-san-francisco-2,37.782107,-122.483631,37.78232,-122.48364,richmond,1,$0.00 ,fastfood,3,88,667,4
552,LOI'S VIETNAMESE RESTAURANT,Loi's Vietnamese Restaurant,lois-vietnamese-restaurant-san-francisco,37.763428,-122.481736,37.7634859,-122.4820102,sunset,1,$0.00 ,vietnamese,3,85.67,571,3.5
557,KATIA'S,Katia's Russian Tea Room,katias-russian-tea-room-san-francisco,37.77721,-122.462874,37.7771492,-122.4626923,richmond,2,$11.00 ,european,2,87.5,238,4
558,CAJUN PACIFIC,Cajun Pacific,cajun-pacific-san-francisco,37.762304,-122.506543,37.7623772,-122.5065697,sunset,2,$11.00 ,american,3,94.67,298,4
562,DESTINO RESTAURANT,Destino,destino-san-francisco-3,37.771437,-122.423892,37.7712961,-122.4238193,mission,2,$11.00 ,latinamerican,3,99.33,1109,4
573,MUFFIN'S MUFFIN,Muffins Muffins,muffins-muffins-san-francisco,37.787755,-122.399372,37.7878039,-122.3993022,financialdistrict,1,$0.00 ,bakeries,2,94,149,3.5
580,TACO LOS ALTOS,Taco Los Altos,taco-los-altos-san-francisco,37.738979,-122.414971,37.7390378,-122.414844,bernalheights,1,$0.00 ,mexican,4,94,196,3.5
587,NEW TSING TAO RESTAURANT,New Tsing Tao Restaurant,new-tsing-tao-restaurant-san-francisco,37.740654,-122.465389,37.7405199,-122.46543,twinpeaks,2,$11.00 ,chinese,3,91.33,118,3.5
588,BURRITO EXPRESS,El Burrito Express,el-burrito-express-san-francisco,37.742673,-122.48334,37.742587,-122.483301,sunset,1,$0.00 ,mexican,4,84,745,3.5
589,WON TON HOUSE,Won-Ton-House,won-ton-house-san-francisco,37.754106,-122.477841,37.7540126,-122.4781376,sunset,1,$0.00 ,chinese,3,80,382,3.5
